/home/benjamin/Documents/test_rust/gzip_parser/test.pairs.gz.stats.tsv
         3717729 function calls (3631924 primitive calls) in 24.237 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 multi.py:128(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 Restriction.py:922(Meth_Dep)
        1    0.000    0.000    0.000    0.000 function.py:354(FunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 filesystem.py:15(PathCompleter)
        1    0.000    0.000    0.000    0.000 integer.py:235(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 context.py:376(CompForContext)
        1    0.000    0.000    0.000    0.000 display.py:415(HTML)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:41(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
        1    0.000    0.000    0.000    0.000 request.py:1370(HTTPHandler)
        1    0.000    0.000    0.000    0.000 instructions.py:344(CompareInstr)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 utils.py:84(SupportsDunderLT)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 values.py:713(DIValue)
        2    0.000    0.000    0.000    0.000 rcsetup.py:412(validate_fontstretch)
        1    0.000    0.000    0.000    0.000 handlers.py:692(DatagramHandler)
        2    0.000    0.000    0.000    0.000 list.py:28(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:150(_PoolCache)
        1    0.000    0.000    0.000    0.000 value.py:376(_ValueIterator)
        1    0.000    0.000    0.000    0.000 md.py:200(SuspiciousRange)
        1    0.000    0.000    0.000    0.000 queues.py:196(SimpleQueue)
        1    0.000    0.000    0.000    0.000 index_tricks.py:109(nd_grid)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:1993(WithinPosition)
        1    0.000    0.000    0.000    0.000 types.py:165(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:804(__init__)
        3    0.000    0.000    0.000    0.000 value.py:27(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:160(CPointer)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 GckIO.py:217(GckIterator)
        1    0.000    0.000    0.000    0.000 webbrowser.py:295(Epiphany)
        1    0.000    0.000    0.000    0.000 _interface.py:669(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 display_functions.py:329(DisplayHandle)
        1    0.000    0.000    0.000    0.000 _array_api.py:279(_ArrayAPIWrapper)
        1    0.000    0.000    0.000    0.000 colors.py:1951(PowerNorm)
        1    0.000    0.000    0.000    0.000 six.py:108(MovedModule)
        2    0.000    0.000    0.000    0.000 binary.py:18(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 _proxy_set_props.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:66(_fetch)
        1    0.000    0.000    0.000    0.000 tree.py:377(Module)
        1    0.000    0.000    0.000    0.000 base.py:190(ThreadedCompleter)
        1    0.000    0.000    0.000    0.000 legend_handler.py:724(__init__)
        1    0.000    0.000    0.000    0.000 _docstring.py:34(Substitution)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 _interface.py:616(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _aliases.py:152(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 pairs_segment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:135(YankNthArgState)
        1    0.000    0.000    0.000    0.000 display.py:631(Code)
        1    0.000    0.000    0.000    0.000 process_executor.py:140(_ExecutorFlags)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 extras.py:213(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 misc.py:469(DeferredType)
        1    0.000    0.000    0.000    0.000 utils.py:714(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:1507(ImgtWriter)
        1    0.000    0.000    0.000    0.000 polar.py:299(ThetaLocator)
        1    0.000    0.000    0.000    0.000 _split.py:1889(ShuffleSplit)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 calendar.py:603(LocaleTextCalendar)
        5    0.000    0.000    0.000    0.000 parser.py:118(normalize_opt)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 filters.py:77(_AbstractUsedNamesFilter)
        1    0.000    0.000    0.000    0.000 blocks.py:2611(NDArrayBackedExtensionBlock)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
        2    0.000    0.000    0.000    0.000 datetime.py:33(__init__)
        1    0.000    0.000    0.000    0.000 _covariance.py:501(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 _resampling.py:272(BootstrapResult)
        1    0.000    0.000    0.000    0.000 config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 format.py:1672(_Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:210(_FuzzyMatch)
        1    0.000    0.000    0.000    0.000 ssa.py:285(UndefinedVariable)
        1    0.000    0.000    0.000    0.000 typed_passes.py:183(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 layout_engine.py:106(PlaceHolderLayoutEngine)
        1    0.000    0.000    0.000    0.000 parser.py:245(ParsingState)
        1    0.000    0.000    0.000    0.000 __init__.py:43(RuntimeBinding)
        1    0.000    0.000    0.000    0.000 Image.py:3209(SupportsArrayInterface)
        1    0.000    0.000    0.000    0.000 errors.py:737(ForceLiteralArg)
        1    0.000    0.000    0.000    0.000 target_extension.py:111(JitDecorator)
        1    0.000    0.000    0.000    0.000 misc.py:336(SliceType)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 _text_helpers.py:13(LayoutItem)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 error.py:109(InterruptedSystemCall)
        1    0.000    0.000    0.000    0.000 validation.py:127(ThreadedValidator)
        2    0.000    0.000    0.000    0.000 cloudpickle.py:476(instance)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:111(__init__)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        1    0.000    0.000    0.000    0.000 scale.py:159(FuncScale)
        1    0.000    0.000    0.000    0.000 rcsetup.py:62(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 integer.py:221(Int32Dtype)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 tempfile.py:475(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 gen.py:281(Return)
        1    0.000    0.000    0.000    0.000 tree.py:1221(UsedNamesMapping)
        1    0.000    0.000    0.000    0.000 base.py:20(ClipboardData)
        1    0.000    0.000    0.000    0.000 dates.py:817(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 parallel.py:578(BatchedCalls)
        1    0.000    0.000    0.000    0.000 codegen.py:1002(RuntimeLinker)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(PlotlyGraphObjectError)
        1    0.000    0.000    0.000    0.000 completer.py:587(_MatcherResultBase)
        1    0.000    0.000    0.000    0.000 _base.py:519(StyleMapping)
        1    0.000    0.000    0.000    0.000 compiler_machinery.py:135(AnalysisUsage)
        1    0.000    0.000    0.000    0.000 core.py:3550(LineStart)
        1    0.000    0.000    0.000    0.000 _split.py:1633(RepeatedKFold)
        1    0.000    0.000    0.000    0.000 queues.py:388(LifoQueue)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:24(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 _plot.py:8(_BaseCurveDisplay)
        3    0.000    0.000    0.000    0.000 expr.py:270(disallow)
        1    0.000    0.000    0.000    0.000 loader.py:608(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 withcontexts.py:470(_ParallelChunksize)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:94(ColumnBuffers)
        1    0.000    0.000    0.000    0.000 parse.py:834(_Quoter)
        1    0.000    0.000    0.000    0.000 config.py:340(ConvertingDict)
        1    0.000    0.000    0.000    0.000 nodes.py:556(NSRef)
        1    0.000    0.000    0.000    0.000 gridspec.py:461(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 base.py:446(MappingHDF5)
        1    0.000    0.000    0.000    0.000 calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 interpreter.py:48(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:169(_Modification)
        1    0.000    0.000    0.000    0.000 base.py:770(RegressorMixin)
        1    0.000    0.000    0.000    0.000 target_extension.py:32(target_override)
        1    0.000    0.000    0.000    0.000 instructions.py:281(SwitchInstr)
        1    0.000    0.000    0.000    0.000 configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 style_transformation.py:100(SetDefaultColorStyleTransformation)
        1    0.000    0.000    0.000    0.000 smart_open_lib.py:446(patch_pathlib)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 _fitpack2.py:643(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 container.py:42(BarContainer)
        1    0.000    0.000    0.000    0.000 offsetbox.py:388(PackerBase)
        1    0.000    0.000    0.000    0.000 cbook.py:2107(_OrderedSet)
        1    0.000    0.000    0.000    0.000 tester.py:11(PytestTester)
        1    0.000    0.000    0.000    0.000 _parser.py:100(checkgroup)
        1    0.000    0.000    0.000    0.000 ioloop.py:60(_Selectable)
        1    0.000    0.000    0.000    0.000 tree.py:192(Name)
        2    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 npytypes.py:282(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 file_io.py:26(FolderIO)
        1    0.000    0.000    0.000    0.000 scalars.py:117(Float)
        1    0.000    0.000    0.000    0.000 npytypes.py:563(ArrayFlags)
        1    0.000    0.000    0.000    0.000 basevalidators.py:2628(BaseDataValidator)
        2    0.000    0.000    0.000    0.000 struct.py:19(__init__)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 display.py:1083(Video)
        1    0.000    0.000    0.000    0.000 classes.py:27(classinstmethod)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 docstring_utils.py:5(DocstringModule)
        1    0.000    0.000    0.000    0.000 _mathtext.py:731(DejaVuSansFonts)
        1    0.000    0.000    0.000    0.000 response.py:227(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 module.py:211(_Iterator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:338(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 nodes.py:1001(Or)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 backend_tools.py:424(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 __init__.py:136(_import_OrderedDict)
        1    0.000    0.000    0.000    0.000 widgets.py:4093(Lasso)
        1    0.000    0.000    0.000    0.000 locks.py:467(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 withcontexts.py:122(_ObjModeContextType)
        1    0.000    0.000    0.000    0.000 version_requirements.py:78(require)
        1    0.000    0.000    0.000    0.000 integer.py:249(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 pathlib.py:263(_PathParents)
        2    0.000    0.000    0.000    0.000 string.py:38(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1871(Cursor)
        1    0.000    0.000    0.000    0.000 traitlets.py:221(_SimpleTest)
        1    0.000    0.000    0.000    0.000 socketserver.py:783(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 protocol.py:121(CategoricalDescription)
        6    0.000    0.000    0.000    0.000 builder.py:45(_binop_with_overflow)
        1    0.000    0.000    0.000    0.000 _interface.py:822(IdentityOperator)
        1    0.000    0.000    0.000    0.000 retrying.py:279(Attempt)
        1    0.000    0.000    0.000    0.000 processors.py:327(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:482(OpenMPController)
        1    0.000    0.000    0.000    0.000 process_executor.py:299(_SafeQueue)
        1    0.000    0.000    0.000    0.000 _base_connection.py:19(_ResponseOptions)
        5    0.000    0.000    0.000    0.000 platform.py:841(_unknown_as_blank)
        4    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 names.py:421(BaseTreeParamName)
        1    0.000    0.000    0.000    0.000 utils.py:73(PushBackIterator)
        1    0.000    0.000    0.000    0.000 cli.py:762(CertParamType)
        1    0.000    0.000    0.000    0.000 serialize.py:188(NumbaPickler)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 processors.py:162(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 group_by.py:889(DynamicGroupBy)
        1    0.000    0.000    0.000    0.000 stencil.py:23(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 templates.py:1229(Registry)
        1    0.000    0.000    0.000    0.000 pretty.py:130(CUnicodeIO)
        1    0.000    0.000    0.000    0.000 argparse.py:794(Action)
        1    0.000    0.000    0.000    0.000 functoolz.py:648(juxt)
        1    0.000    0.000    0.000    0.000 loader.py:525(FileConfigLoader)
        1    0.000    0.000    0.000    0.000 legend_handler.py:521(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 loss.py:886(HalfBinomialLoss)
        1    0.000    0.000    0.000    0.000 readers.py:460(_C_Parser_Defaults)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:1901(ExactPosition)
        1    0.000    0.000    0.000    0.000 base.py:386(Button)
        1    0.000    0.000    0.000    0.000 display.py:303(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 serving.py:870(ForkingWSGIServer)
        1    0.000    0.000    0.000    0.000 _utils.py:253(__init__)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1089(LiftedLoop)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9717(_DeprecationWrapper)
        1    0.000    0.000    0.000    0.000 _optimize.py:60(MemoizeJac)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:566(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:287(__bool__)
        1    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
        1    0.000    0.000    0.000    0.000 legend_handler.py:398(HandlerLineCollection)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        1    0.000    0.000    0.000    0.000 parallel.py:211(ParallelGUFuncBuilder)
        1    0.000    0.000    0.000    0.000 _base.py:35(_axis_method_wrapper)
        1    0.000    0.000    0.000    0.000 rrule.py:66(weekday)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:65(Iterator)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:2107(BetweenPosition)
        1    0.000    0.000    0.000    0.000 report.py:30(BasicReport)
        1    0.000    0.000    0.000    0.000 socks.py:214(_BaseSocket)
        1    0.000    0.000    0.000    0.000 __init__.py:2065(PyZipFile)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:62(GenBankIterator)
        1    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 configparser.py:332(Interpolation)
        1    0.000    0.000    0.000    0.000 blueprints.py:34(BlueprintSetupState)
        1    0.000    0.000    0.000    0.000 misc.py:541(UnicodeType)
        1    0.000    0.000    0.000    0.000 __init__.py:128(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _export.py:581(_MPLTreeExporter)
        1    0.000    0.000    0.000    0.000 pydoc.py:1188(TextRepr)
        1    0.000    0.000    0.000    0.000 base.py:68(DummyClipboard)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:287(InlineInlinables)
        1    0.000    0.000    0.000    0.000 functions.py:631(ExternalFunction)
        1    0.000    0.000    0.000    0.000 converters.py:198(FloatConverter)
        2    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 _hypotests.py:917(BarnardExactResult)
        1    0.000    0.000    0.000    0.000 core.py:5012(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:57(LegacyStyle)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 prompts.py:96(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 containers.py:401(NamedTuple)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:38(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(AxisError)
        1    0.000    0.000    0.000    0.000 utils.py:129(cached_property)
        1    0.000    0.000    0.000    0.000 _ridge.py:1630(_XT_CenterStackOp)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 handler.py:345(LexicalHandler)
        1    0.000    0.000    0.000    0.000 instance.py:556(SelfAttributeFilter)
        1    0.000    0.000    0.000    0.000 errors.py:990(_FStringRule)
        1    0.000    0.000    0.000    0.000 base.py:276(_ProgressControl)
        1    0.000    0.000    0.000    0.000 validation.py:102(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 multipart.py:29(File)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:742(<genexpr>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:192(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _docstring.py:92(_ArtistPropertiesSubstitution)
        1    0.000    0.000    0.000    0.000 base.py:2404(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 pathlib.py:52(_ignore_error)
        1    0.000    0.000    0.000    0.000 pytest.py:199(FixtureFilter)
        1    0.000    0.000    0.000    0.000 dialogs.py:29(Dialog)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:135(_PythonVersionInfo)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:86(ThreadedAutoSuggest)
        1    0.000    0.000    0.000    0.000 models.py:157(OmittedArgDataModel)
        2    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 Shadow.py:252(PointerType)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 names.py:545(ParamName)
        1    0.000    0.000    0.000    0.000 base.py:324(Label)
        1    0.000    0.000    0.000    0.000 socketserver.py:737(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 _qmc.py:2333(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 ticker.py:1680(IndexLocator)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 error.py:156(ZMQVersionError)
        1    0.000    0.000    0.000    0.000 prompts.py:79(ClassicPrompts)
        1    0.000    0.000    0.000    0.000 traitlets.py:3092(validate)
        1    0.000    0.000    0.000    0.000 parallel.py:111(_FuncWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 target_extension.py:13(_TargetRegistry)
        1    0.000    0.000    0.000    0.000 base.py:274(ConstantDenseOutput)
        1    0.000    0.000    0.000    0.000 values.py:851(AttributeSet)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        1    0.000    0.000    0.000    0.000 tree.py:452(Node)
        1    0.000    0.000    0.000    0.000 utils.py:720(Joiner)
        1    0.000    0.000    0.000    0.000 misc.py:211(Object)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 filters.py:272(_BuiltinMappedMethod)
        3    0.000    0.000    0.000    0.000 pythonapi.py:26(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3659(WordStart)
        1    0.000    0.000    0.000    0.000 util.py:129(LRUMemo)
        1    0.000    0.000    0.000    0.000 __init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 Shadow.py:215(_nogil)
        1    0.000    0.000    0.000    0.000 InsdcIO.py:110(EmblIterator)
        1    0.000    0.000    0.000    0.000 base.py:483(Empty)
        1    0.000    0.000    0.000    0.000 FastaIO.py:208(FastaTwoLineIterator)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 python_parser.py:1319(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 config.py:458(option_context)
        1    0.000    0.000    0.000    0.000 backend_tools.py:613(ToolBack)
        1    0.000    0.000    0.000    0.000 async_helpers.py:64(_AsyncIOProxy)
        1    0.000    0.000    0.000    0.000 snipping.py:287(CoolerSnipper)
        1    0.000    0.000    0.000    0.000 parfor.py:2891(ParforPass)
        1    0.000    0.000    0.000    0.000 generators.py:301(LowerYield)
        1    0.000    0.000    0.000    0.000 base.py:233(DenseOutput)
        1    0.000    0.000    0.000    0.000 cookies.py:103(MockResponse)
        1    0.000    0.000    0.000    0.000 _survival.py:222(ECDFResult)
        1    0.000    0.000    0.000    0.000 errors.py:33(NumbaWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:284(Listener)
        1    0.000    0.000    0.000    0.000 loader.py:379(DeferredConfig)
        1    0.000    0.000    0.000    0.000 scope.py:26(DeepChainMap)
        1    0.000    0.000    0.000    0.000 integer.py:64(IntegerArray)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4146(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 accessor.py:26(BaseAccessor)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 basevalidators.py:1825(FlaglistValidator)
        1    0.000    0.000    0.000    0.000 _split.py:1699(RepeatedStratifiedKFold)
        1    0.000    0.000    0.000    0.000 resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 names.py:363(_ParamMixin)
        1    0.000    0.000    0.000    0.000 instructions.py:62(FastMathFlags)
        1    0.000    0.000    0.000    0.000 npytypes.py:422(NumpyNdIndexType)
        2    0.000    0.000    0.000    0.000 accessor.py:220(__get__)
        1    0.000    0.000    0.000    0.000 ipc.py:114(RecordBatchFileWriter)
        1    0.000    0.000    0.000    0.000 font_manager.py:917(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 pytables.py:4341(WORMTable)
        1    0.000    0.000    0.000    0.000 handlers.py:1290(BufferingHandler)
        1    0.000    0.000    0.000    0.000 parfor.py:1631(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 pythonapi.py:24(_Registry)
        1    0.000    0.000    0.000    0.000 typeof.py:153(_typeof_str)
        1    0.000    0.000    0.000    0.000 big5freq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2002(_check_iter)
        1    0.000    0.000    0.000    0.000 nodes.py:1190(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 _split.py:64(_UnsupportedGroupCVMixin)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1557(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 _typing.py:288(WriteBuffer)
        1    0.000    0.000    0.000    0.000 SeqFeature.py:2329(OneOfPosition)
        1    0.000    0.000    0.000    0.000 instance.py:400(CompiledInstanceName)
        1    0.000    0.000    0.000    0.000 renderer.py:270(_StyleStringToAttrsCache)
        1    0.000    0.000    0.000    0.000 instructions.py:848(Fence)
        1    0.000    0.000    0.000    0.000 model.py:279(ConstPointerType)
        1    0.000    0.000    0.000    0.000 util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 configparser.py:298(ParsingError)
        1    0.000    0.000    0.000    0.000 nodes.py:939(Operand)
        1    0.000    0.000    0.000    0.000 api.py:34(NameSpace)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 function.py:51(CompatValidator)
        1    0.000    0.000    0.000    0.000 dash.py:1670(setup_startup_routes)
        1    0.000    0.000    0.000    0.000 pytables.py:4751(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 Restriction.py:937(Meth_Undep)
        1    0.000    0.000    0.000    0.000 socketserver.py:640(_Threads)
        1    0.000    0.000    0.000    0.000 _cpu_check.py:137(CPUID)
        1    0.000    0.000    0.000    0.000 containers.py:787(FakeNamedTuple)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 imports.py:35(ModuleCache)
        1    0.000    0.000    0.000    0.000 _executor.py:64(CloseAfterFrameIter)
        1    0.000    0.000    0.000    0.000 _param_validation.py:717(_CVObjects)
        1    0.000    0.000    0.000    0.000 typeinfer.py:135(ConstraintNetwork)
        1    0.000    0.000    0.000    0.000 core.py:217(update_nested_dict)
        1    0.000    0.000    0.000    0.000 filter.py:54(FunctionFilter)
        1    0.000    0.000    0.000    0.000 bdb.py:864(Tdb)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:1315(_genitem)
        2    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 __init__.py:106(DelayedImportErrorModule)
        1    0.000    0.000    0.000    0.000 mouse_events.py:64(MouseEvent)
        1    0.000    0.000    0.000    0.000 _typing.py:222(SeriesBuffers)
        1    0.000    0.000    0.000    0.000 abstract.py:323(ConstSized)
        1    0.000    0.000    0.000    0.000 _orthogonal.py:115(orthopoly1d)
        6    0.000    0.000    0.000    0.000 _enums.py:20(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 UniprotIO.py:68(Parser)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        1    0.000    0.000    0.000    0.000 pool.py:48(CustomizablePickler)
        1    0.000    0.000    0.000    0.000 misc.py:194(EphemeralArray)
        1    0.000    0.000    0.000    0.000 response.py:78(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 common.py:88(_generate_etree_functions)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:23(NFAState)
        1    0.000    0.000    0.000    0.000 codegen.py:1069(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 instructions.py:731(InlineAsm)
